"Estado","Total","a�o","sexo","Instituci�n","numerocasos"
"Querétaro",1859,"2008","M","IMSS-ORD","1241"
"Quintana Roo",31,"2008","M","IMSS-ORD","17"
"San Luis Potosí",114,"2008","M","IMSS-ORD","47"
"Sinaloa",3825,"2008","M","IMSS-ORD","629"
"Sonora",1656,"2008","M","IMSS-ORD","401"
"Tabasco",20,"2008","M","IMSS-ORD","11"
"Tamaulipas",125,"2008","M","IMSS-ORD","39"
"Tlaxcala",21,"2008","M","IMSS-ORD","3"
"Veracruz",93,"2008","M","IMSS-ORD","27"
"Yucatán",29,"2008","M","IMSS-ORD","16"
"Zacatecas",1962,"2008","M","IMSS-ORD","45"
"Aguascalientes",1000,"2008","M","ISSSTE","0"
"Baja California",69,"2008","M","ISSSTE","0"
"Baja California Sur",54,"2008","M","ISSSTE","7"
"Campeche",64,"2008","M","ISSSTE","7"
"Coahuila",77,"2008","M","ISSSTE","1"
"Colima",5588,"2008","M","ISSSTE","43"
"Chiapas",169,"2008","M","ISSSTE","13"
"Chihuahua",189,"2008","M","ISSSTE","4"
"Distrito Federal",212,"2008","M","ISSSTE","19"
"Durango",3020,"2008","M","ISSSTE","1"
"Guanajuato",13411,"2008","M","ISSSTE","166"
"Guerrero",19643,"2008","M","ISSSTE","529"
"Hidalgo",103,"2008","M","ISSSTE","0"
"Jalisco",27280,"2008","M","ISSSTE","57"
"México",3955,"2008","M","ISSSTE","4"
"Michoacán",14830,"2008","M","ISSSTE","390"
"Morelos",15384,"2008","M","ISSSTE","500"
"Nayarit",8248,"2008","M","ISSSTE","74"
"Nuevo León",99,"2008","M","ISSSTE","0"
"Oaxaca",2516,"2008","M","ISSSTE","67"
"Puebla",7234,"2008","M","ISSSTE","40"
"Querétaro",1859,"2008","M","ISSSTE","31"
"Quintana Roo",31,"2008","M","ISSSTE","2"
"San Luis Potosí",114,"2008","M","ISSSTE","1"
"Sinaloa",3825,"2008","M","ISSSTE","73"
"Sonora",1656,"2008","M","ISSSTE","22"
"Tabasco",20,"2008","M","ISSSTE","0"
"Tamaulipas",125,"2008","M","ISSSTE","5"
"Tlaxcala",21,"2008","M","ISSSTE","0"
"Veracruz",93,"2008","M","ISSSTE","2"
"Yucatán",29,"2008","M","ISSSTE","0"
"Zacatecas",1962,"2008","M","ISSSTE","5"
"Aguascalientes",1000,"2008","M","IMSS-OP","N.A."
"Baja California",69,"2008","M","IMSS-OP","1"
"Baja California Sur",54,"2008","M","IMSS-OP","N.A."
"Campeche",64,"2008","M","IMSS-OP","1"
"Coahuila",77,"2008","M","IMSS-OP","2"
"Colima",5588,"2008","M","IMSS-OP","N.A."
"Chiapas",169,"2008","M","IMSS-OP","26"
"Chihuahua",189,"2008","M","IMSS-OP","64"
"Distrito Federal",212,"2008","M","IMSS-OP","0"
"Durango",3020,"2008","M","IMSS-OP","483"
"Guanajuato",13411,"2008","M","IMSS-OP","1"
"Guerrero",19643,"2008","M","IMSS-OP","2"
"Hidalgo",103,"2008","M","IMSS-OP","6"
"Jalisco",27280,"2008","M","IMSS-OP","2"
"México",3955,"2008","M","IMSS-OP","1"
"Michoacán",14830,"2008","M","IMSS-OP","3660"
"Morelos",15384,"2008","M","IMSS-OP","7"
"Nayarit",8248,"2008","M","IMSS-OP","2106"
"Nuevo León",99,"2008","M","IMSS-OP","0"
"Oaxaca",2516,"2008","M","IMSS-OP","784"
"Puebla",7234,"2008","M","IMSS-OP","1836"
"Querétaro",1859,"2008","M","IMSS-OP","0"
"Quintana Roo",31,"2008","M","IMSS-OP","N.A."
"San Luis Potosí",114,"2008","M","IMSS-OP","26"
"Sinaloa",3825,"2008","M","IMSS-OP","1013"
"Sonora",1656,"2008","M","IMSS-OP","0"
"Tabasco",20,"2008","M","IMSS-OP","N.A."
"Tamaulipas",125,"2008","M","IMSS-OP","9"
"Tlaxcala",21,"2008","M","IMSS-OP","0"
"Veracruz",93,"2008","M","IMSS-OP","11"
"Yucatán",29,"2008","M","IMSS-OP","12"
"Zacatecas",1962,"2008","M","IMSS-OP","514"
"Aguascalientes",1000,"2008","M","DIF","0"
"Baja California",69,"2008","M","DIF","N.A."
"Baja California Sur",54,"2008","M","DIF","N.A."
"Campeche",64,"2008","M","DIF","0"
"Coahuila",77,"2008","M","DIF","0"
"Colima",5588,"2008","M","DIF","0"
"Chiapas",169,"2008","M","DIF","N.A."
"Chihuahua",189,"2008","M","DIF","N.A."
"Distrito Federal",212,"2008","M","DIF","0"
"Durango",3020,"2008","M","DIF","0"
"Guanajuato",13411,"2008","M","DIF","N.A."
"Guerrero",19643,"2008","M","DIF","N.A."
"Hidalgo",103,"2008","M","DIF","0"
"Jalisco",27280,"2008","M","DIF","0"
"México",3955,"2008","M","DIF","1"
"Michoacán",14830,"2008","M","DIF","N.A."
"Morelos",15384,"2008","M","DIF","N.A."
"Nayarit",8248,"2008","M","DIF","19"
"Nuevo León",99,"2008","M","DIF","N.A."
"Oaxaca",2516,"2008","M","DIF","3"
"Puebla",7234,"2008","M","DIF","0"
"Querétaro",1859,"2008","M","DIF","1"
"Quintana Roo",31,"2008","M","DIF","N.A."
"San Luis Potosí",114,"2008","M","DIF","N.A."
"Sinaloa",3825,"2008","M","DIF","4"
"Sonora",1656,"2008","M","DIF","N.A."
"Tabasco",20,"2008","M","DIF","N.A."
"Tamaulipas",125,"2008","M","DIF","1"
"Tlaxcala",21,"2008","M","DIF","0"
"Veracruz",93,"2008","M","DIF","0"
"Yucatán",29,"2008","M","DIF","0"
"Zacatecas",1962,"2008","M","DIF","0"
"Aguascalientes",1000,"2008","M","PEMEX","N.A."
"Baja California",69,"2008","M","PEMEX","N.A."
"Baja California Sur",54,"2008","M","PEMEX","N.A."
"Campeche",64,"2008","M","PEMEX","0"
"Coahuila",77,"2008","M","PEMEX","N.A."
"Colima",5588,"2008","M","PEMEX","N.A."
"Chiapas",169,"2008","M","PEMEX","0"
"Chihuahua",189,"2008","M","PEMEX","N.A."
"Distrito Federal",212,"2008","M","PEMEX","0"
"Durango",3020,"2008","M","PEMEX","N.A."
"Guanajuato",13411,"2008","M","PEMEX","17"
"Guerrero",19643,"2008","M","PEMEX","N.A."
"Hidalgo",103,"2008","M","PEMEX","0"
"Jalisco",27280,"2008","M","PEMEX","0"
"México",3955,"2008","M","PEMEX","N.A."
"Michoacán",14830,"2008","M","PEMEX","N.A."
"Morelos",15384,"2008","M","PEMEX","N.A."
"Nayarit",8248,"2008","M","PEMEX","N.A."
"Nuevo León",99,"2008","M","PEMEX","0"
"Oaxaca",2516,"2008","M","PEMEX","3"
"Puebla",7234,"2008","M","PEMEX","0"
"Querétaro",1859,"2008","M","PEMEX","N.A."
"Quintana Roo",31,"2008","M","PEMEX","N.A."
"San Luis Potosí",114,"2008","M","PEMEX","0"
"Sinaloa",3825,"2008","M","PEMEX","1"
"Sonora",1656,"2008","M","PEMEX","N.A."
"Tabasco",20,"2008","M","PEMEX","0"
"Tamaulipas",125,"2008","M","PEMEX","2"
"Tlaxcala",21,"2008","M","PEMEX","N.A."
"Veracruz",93,"2008","M","PEMEX","0"
"Yucatán",29,"2008","M","PEMEX","N.A."
"Zacatecas",1962,"2008","M","PEMEX","N.A."
"Aguascalientes",1000,"2008","M","SEDENA","0"
"Baja California",69,"2008","M","SEDENA","0"
"Baja California Sur",54,"2008","M","SEDENA","1"
"Campeche",64,"2008","M","SEDENA","0"
"Coahuila",77,"2008","M","SEDENA","0"
"Colima",5588,"2008","M","SEDENA","5"
"Chiapas",169,"2008","M","SEDENA","0"
"Chihuahua",189,"2008","M","SEDENA","0"
"Distrito Federal",212,"2008","M","SEDENA","5"
"Durango",3020,"2008","M","SEDENA","2"
"Guanajuato",13411,"2008","M","SEDENA","22"
"Guerrero",19643,"2008","M","SEDENA","30"
"Hidalgo",103,"2008","M","SEDENA","0"
"Jalisco",27280,"2008","M","SEDENA","13"
"México",3955,"2008","M","SEDENA","2"
"Michoacán",14830,"2008","M","SEDENA","23"
"Morelos",15384,"2008","M","SEDENA","73"
"Nayarit",8248,"2008","M","SEDENA","17"
"Nuevo León",99,"2008","M","SEDENA","0"
"Oaxaca",2516,"2008","M","SEDENA","5"
"Puebla",7234,"2008","M","SEDENA","1"
"Querétaro",1859,"2008","M","SEDENA","0"
"Quintana Roo",31,"2008","M","SEDENA","0"
"San Luis Potosí",114,"2008","M","SEDENA","0"
"Sinaloa",3825,"2008","M","SEDENA","19"
"Sonora",1656,"2008","M","SEDENA","4"
"Tabasco",20,"2008","M","SEDENA","1"
"Tamaulipas",125,"2008","M","SEDENA","0"
"Tlaxcala",21,"2008","M","SEDENA","0"
"Veracruz",93,"2008","M","SEDENA","0"
"Yucatán",29,"2008","M","SEDENA","0"
"Zacatecas",1962,"2008","M","SEDENA","22"
"Aguascalientes",1000,"2008","M","SEMAR","N.A."
"Baja California",69,"2008","M","SEMAR","0"
"Baja California Sur",54,"2008","M","SEMAR","1"
"Campeche",64,"2008","M","SEMAR","0"
"Coahuila",77,"2008","M","SEMAR","N.A."
"Colima",5588,"2008","M","SEMAR","49"
"Chiapas",169,"2008","M","SEMAR","5"
"Chihuahua",189,"2008","M","SEMAR","N.A."
"Distrito Federal",212,"2008","M","SEMAR","0"
"Durango",3020,"2008","M","SEMAR","N.A."
"Guanajuato",13411,"2008","M","SEMAR","N.A."
"Guerrero",19643,"2008","M","SEMAR","8"
"Hidalgo",103,"2008","M","SEMAR","N.A."
"Jalisco",27280,"2008","M","SEMAR","2"
"México",3955,"2008","M","SEMAR","N.A."
"Michoacán",14830,"2008","M","SEMAR","1"
"Morelos",15384,"2008","M","SEMAR","N.A."
"Nayarit",8248,"2008","M","SEMAR","0"
"Nuevo León",99,"2008","M","SEMAR","N.A."
"Oaxaca",2516,"2008","M","SEMAR","13"
"Puebla",7234,"2008","M","SEMAR","N.A."
"Querétaro",1859,"2008","M","SEMAR","N.A."
"Quintana Roo",31,"2008","M","SEMAR","0"
"San Luis Potosí",114,"2008","M","SEMAR","N.A."
"Sinaloa",3825,"2008","M","SEMAR","7"
"Sonora",1656,"2008","M","SEMAR","0"
"Tabasco",20,"2008","M","SEMAR","0"
"Tamaulipas",125,"2008","M","SEMAR","0"
"Tlaxcala",21,"2008","M","SEMAR","N.A."
"Veracruz",93,"2008","M","SEMAR","0"
"Yucatán",29,"2008","M","SEMAR","0"
"Zacatecas",1962,"2008","M","SEMAR","N.A."
"Aguascalientes",1000,"2008","M","Otras","0"
"Baja California",69,"2008","M","Otras","25"
"Baja California Sur",54,"2008","M","Otras","N.A."
"Campeche",64,"2008","M","Otras","1"
"Coahuila",77,"2008","M","Otras","8"
"Colima",5588,"2008","M","Otras","70"
"Chiapas",169,"2008","M","Otras","3"
"Chihuahua",189,"2008","M","Otras","9"
"Distrito Federal",212,"2008","M","Otras","9"
"Durango",3020,"2008","M","Otras","4"
"Guanajuato",13411,"2008","M","Otras","3188"
"Guerrero",19643,"2008","M","Otras","N.A."
"Hidalgo",103,"2008","M","Otras","3"
"Jalisco",27280,"2008","M","Otras","2356"
"México",3955,"2008","M","Otras","167"
"Michoacán",14830,"2008","M","Otras","N.A."
"Morelos",15384,"2008","M","Otras","N.A."
"Nayarit",8248,"2008","M","Otras","14"
"Nuevo León",99,"2008","M","Otras","18"
"Oaxaca",2516,"2008","M","Otras","7"
"Puebla",7234,"2008","M","Otras","15"
"Querétaro",1859,"2008","M","Otras","36"
"Quintana Roo",31,"2008","M","Otras","N.A."
"San Luis Potosí",114,"2008","M","Otras","4"
"Sinaloa",3825,"2008","M","Otras","352"
"Sonora",1656,"2008","M","Otras","101"
"Tabasco",20,"2008","M","Otras","0"
"Tamaulipas",125,"2008","M","Otras","11"
"Tlaxcala",21,"2008","M","Otras","0"
"Veracruz",93,"2008","M","Otras","N.A."
"Yucatán",29,"2008","M","Otras","0"
"Zacatecas",1962,"2008","M","Otras","1"
"Aguascalientes",939,"2009","M","Salud","908"
"Baja California",96,"2009","M","Salud","17"
"Baja California Sur",52,"2009","M","Salud","31"
"Campeche",32,"2009","M","Salud","16"
"Coahuila",86,"2009","M","Salud","37"
"Colima",5497,"2009","M","Salud","4242"
"Chiapas",145,"2009","M","Salud","52"
"Chihuahua",186,"2009","M","Salud","65"
"Distrito Federal",214,"2009","M","Salud","171"
"Durango",2790,"2009","M","Salud","2225"
"Guanajuato",12177,"2009","M","Salud","8996"
"Guerrero",24314,"2009","M","Salud","20987"
"Hidalgo",80,"2009","M","Salud","69"
"Jalisco",29305,"2009","M","Salud","20678"
"México",4631,"2009","M","Salud","4455"
"Michoacán",16841,"2009","M","Salud","9022"
"Morelos",17021,"2009","M","Salud","13488"
"Nayarit",8490,"2009","M","Salud","5258"
"Nuevo León",119,"2009","M","Salud","23"
"Oaxaca",2457,"2009","M","Salud","1450"
"Puebla",7430,"2009","M","Salud","4983"
"Querétaro",1922,"2009","M","Salud","530"
"Quintana Roo",78,"2009","M","Salud","39"
"San Luis Potosí",142,"2009","M","Salud","53"
"Sinaloa",4203,"2009","M","Salud","1681"
"Sonora",1836,"2009","M","Salud","1148"
"Tabasco",22,"2009","M","Salud","7"
"Tamaulipas",117,"2009","M","Salud","58"
"Tlaxcala",28,"2009","M","Salud","22"
"Veracruz",138,"2009","M","Salud","54"
"Yucatán",16,"2009","M","Salud","0"
"Zacatecas",1822,"2009","M","Salud","1323"
"Aguascalientes",939,"2009","M","IMSS-ORD","27"
"Baja California",96,"2009","M","IMSS-ORD","56"
"Baja California Sur",52,"2009","M","IMSS-ORD","12"
"Campeche",32,"2009","M","IMSS-ORD","6"
"Coahuila",86,"2009","M","IMSS-ORD","35"
"Colima",5497,"2009","M","IMSS-ORD","1167"
"Chiapas",145,"2009","M","IMSS-ORD","36"
"Chihuahua",186,"2009","M","IMSS-ORD","35"
"Distrito Federal",214,"2009","M","IMSS-ORD","8"
"Durango",2790,"2009","M","IMSS-ORD","49"
"Guanajuato",12177,"2009","M","IMSS-ORD","314"
"Guerrero",24314,"2009","M","IMSS-ORD","2705"
"Hidalgo",80,"2009","M","IMSS-ORD","0"
"Jalisco",29305,"2009","M","IMSS-ORD","6396"
"México",4631,"2009","M","IMSS-ORD","36"
"Michoacán",16841,"2009","M","IMSS-ORD","2921"
"Morelos",17021,"2009","M","IMSS-ORD","3059"
"Nayarit",8490,"2009","M","IMSS-ORD","917"
"Nuevo León",119,"2009","M","IMSS-ORD","84"
"Oaxaca",2457,"2009","M","IMSS-ORD","79"
"Puebla",7430,"2009","M","IMSS-ORD","464"
"Querétaro",1922,"2009","M","IMSS-ORD","1294"
"Quintana Roo",78,"2009","M","IMSS-ORD","32"
"San Luis Potosí",142,"2009","M","IMSS-ORD","54"
"Sinaloa",4203,"2009","M","IMSS-ORD","951"
"Sonora",1836,"2009","M","IMSS-ORD","544"
"Tabasco",22,"2009","M","IMSS-ORD","7"
"Tamaulipas",117,"2009","M","IMSS-ORD","38"
"Tlaxcala",28,"2009","M","IMSS-ORD","5"
"Veracruz",138,"2009","M","IMSS-ORD","60"
"Yucatán",16,"2009","M","IMSS-ORD","0"
"Zacatecas",1822,"2009","M","IMSS-ORD","43"
"Aguascalientes",939,"2009","M","ISSSTE","1"
"Baja California",96,"2009","M","ISSSTE","0"
"Baja California Sur",52,"2009","M","ISSSTE","7"
"Campeche",32,"2009","M","ISSSTE","4"
"Coahuila",86,"2009","M","ISSSTE","0"
"Colima",5497,"2009","M","ISSSTE","39"
"Chiapas",145,"2009","M","ISSSTE","24"
"Chihuahua",186,"2009","M","ISSSTE","7"
"Distrito Federal",214,"2009","M","ISSSTE","23"
"Durango",2790,"2009","M","ISSSTE","1"
"Guanajuato",12177,"2009","M","ISSSTE","111"
"Guerrero",24314,"2009","M","ISSSTE","579"
"Hidalgo",80,"2009","M","ISSSTE","0"
"Jalisco",29305,"2009","M","ISSSTE","14"
"México",4631,"2009","M","ISSSTE","0"
"Michoacán",16841,"2009","M","ISSSTE","422"
"Morelos",17021,"2009","M","ISSSTE","367"
"Nayarit",8490,"2009","M","ISSSTE","49"
"Nuevo León",119,"2009","M","ISSSTE","0"
"Oaxaca",2457,"2009","M","ISSSTE","66"
"Puebla",7430,"2009","M","ISSSTE","21"
"Querétaro",1922,"2009","M","ISSSTE","69"
"Quintana Roo",78,"2009","M","ISSSTE","6"
"San Luis Potosí",142,"2009","M","ISSSTE","3"
"Sinaloa",4203,"2009","M","ISSSTE","62"
"Sonora",1836,"2009","M","ISSSTE","46"
"Tabasco",22,"2009","M","ISSSTE","1"
"Tamaulipas",117,"2009","M","ISSSTE","2"
"Tlaxcala",28,"2009","M","ISSSTE","1"
"Veracruz",138,"2009","M","ISSSTE","1"
"Yucatán",16,"2009","M","ISSSTE","2"
"Zacatecas",1822,"2009","M","ISSSTE","4"
"Aguascalientes",939,"2009","M","IMSS-OP","S/R"
"Baja California",96,"2009","M","IMSS-OP","1"
"Baja California Sur",52,"2009","M","IMSS-OP","S/R"
"Campeche",32,"2009","M","IMSS-OP","6"
"Coahuila",86,"2009","M","IMSS-OP","8"
"Colima",5497,"2009","M","IMSS-OP","S/R"
"Chiapas",145,"2009","M","IMSS-OP","33"
"Chihuahua",186,"2009","M","IMSS-OP","70"
"Distrito Federal",214,"2009","M","IMSS-OP","0"
"Durango",2790,"2009","M","IMSS-OP","511"
"Guanajuato",12177,"2009","M","IMSS-OP","1"
"Guerrero",24314,"2009","M","IMSS-OP","1"
"Hidalgo",80,"2009","M","IMSS-OP","11"
"Jalisco",29305,"2009","M","IMSS-OP","1"
"México",4631,"2009","M","IMSS-OP","2"
"Michoacán",16841,"2009","M","IMSS-OP","4428"
"Morelos",17021,"2009","M","IMSS-OP","7"
"Nayarit",8490,"2009","M","IMSS-OP","2197"
"Nuevo León",119,"2009","M","IMSS-OP","0"
"Oaxaca",2457,"2009","M","IMSS-OP","839"
"Puebla",7430,"2009","M","IMSS-OP","1939"
"Querétaro",1922,"2009","M","IMSS-OP","0"
"Quintana Roo",78,"2009","M","IMSS-OP","S/R"
"San Luis Potosí",142,"2009","M","IMSS-OP","23"
"Sinaloa",4203,"2009","M","IMSS-OP","1065"
"Sonora",1836,"2009","M","IMSS-OP","0"
"Tabasco",22,"2009","M","IMSS-OP","S/R"
"Tamaulipas",117,"2009","M","IMSS-OP","15"
"Tlaxcala",28,"2009","M","IMSS-OP","0"
"Veracruz",138,"2009","M","IMSS-OP","17"
"Yucatán",16,"2009","M","IMSS-OP","14"
"Zacatecas",1822,"2009","M","IMSS-OP","451"
"Aguascalientes",939,"2009","M","DIF","0"
"Baja California",96,"2009","M","DIF","S/R"
"Baja California Sur",52,"2009","M","DIF","S/R"
"Campeche",32,"2009","M","DIF","0"
"Coahuila",86,"2009","M","DIF","0"
"Colima",5497,"2009","M","DIF","0"
"Chiapas",145,"2009","M","DIF","S/R"
"Chihuahua",186,"2009","M","DIF","S/R"
"Distrito Federal",214,"2009","M","DIF","3"
"Durango",2790,"2009","M","DIF","0"
"Guanajuato",12177,"2009","M","DIF","S/R"
"Guerrero",24314,"2009","M","DIF","S/R"
"Hidalgo",80,"2009","M","DIF","0"
"Jalisco",29305,"2009","M","DIF","0"
"México",4631,"2009","M","DIF","1"
"Michoacán",16841,"2009","M","DIF","S/R"
"Morelos",17021,"2009","M","DIF","S/R"
"Nayarit",8490,"2009","M","DIF","35"
"Nuevo León",119,"2009","M","DIF","S/R"
"Oaxaca",2457,"2009","M","DIF","0"
"Puebla",7430,"2009","M","DIF","0"
"Querétaro",1922,"2009","M","DIF","1"
"Quintana Roo",78,"2009","M","DIF","S/R"
"San Luis Potosí",142,"2009","M","DIF","S/R"
"Sinaloa",4203,"2009","M","DIF","18"
"Sonora",1836,"2009","M","DIF","S/R"
"Tabasco",22,"2009","M","DIF","S/R"
"Tamaulipas",117,"2009","M","DIF","0"
"Tlaxcala",28,"2009","M","DIF","0"
"Veracruz",138,"2009","M","DIF","1"
"Yucatán",16,"2009","M","DIF","0"
"Zacatecas",1822,"2009","M","DIF","0"
"Aguascalientes",939,"2009","M","PEMEX","S/R"
"Baja California",96,"2009","M","PEMEX","S/R"
"Baja California Sur",52,"2009","M","PEMEX","S/R"
"Campeche",32,"2009","M","PEMEX","0"
"Coahuila",86,"2009","M","PEMEX","S/R"
"Colima",5497,"2009","M","PEMEX","S/R"
"Chiapas",145,"2009","M","PEMEX","0"
"Chihuahua",186,"2009","M","PEMEX","S/R"
"Distrito Federal",214,"2009","M","PEMEX","0"
"Durango",2790,"2009","M","PEMEX","S/R"
"Guanajuato",12177,"2009","M","PEMEX","27"
"Guerrero",24314,"2009","M","PEMEX","S/R"
"Hidalgo",80,"2009","M","PEMEX","0"
"Jalisco",29305,"2009","M","PEMEX","0"
"México",4631,"2009","M","PEMEX","S/R"
"Michoacán",16841,"2009","M","PEMEX","S/R"
"Morelos",17021,"2009","M","PEMEX","S/R"
"Nayarit",8490,"2009","M","PEMEX","S/R"
"Nuevo León",119,"2009","M","PEMEX","0"
"Oaxaca",2457,"2009","M","PEMEX","1"
"Puebla",7430,"2009","M","PEMEX","0"
"Querétaro",1922,"2009","M","PEMEX","S/R"
"Quintana Roo",78,"2009","M","PEMEX","S/R"
"San Luis Potosí",142,"2009","M","PEMEX","1"
"Sinaloa",4203,"2009","M","PEMEX","0"
"Sonora",1836,"2009","M","PEMEX","S/R"
"Tabasco",22,"2009","M","PEMEX","0"
"Tamaulipas",117,"2009","M","PEMEX","0"
"Tlaxcala",28,"2009","M","PEMEX","S/R"
"Veracruz",138,"2009","M","PEMEX","0"
"Yucatán",16,"2009","M","PEMEX","S/R"
"Zacatecas",1822,"2009","M","PEMEX","S/R"
"Aguascalientes",939,"2009","M","SEDENA","1"
"Baja California",96,"2009","M","SEDENA","0"
"Baja California Sur",52,"2009","M","SEDENA","0"
"Campeche",32,"2009","M","SEDENA","0"
"Coahuila",86,"2009","M","SEDENA","2"
"Colima",5497,"2009","M","SEDENA","0"
"Chiapas",145,"2009","M","SEDENA","0"
"Chihuahua",186,"2009","M","SEDENA","0"
"Distrito Federal",214,"2009","M","SEDENA","6"
"Durango",2790,"2009","M","SEDENA","4"
"Guanajuato",12177,"2009","M","SEDENA","26"
"Guerrero",24314,"2009","M","SEDENA","11"
"Hidalgo",80,"2009","M","SEDENA","0"
"Jalisco",29305,"2009","M","SEDENA","10"
"México",4631,"2009","M","SEDENA","4"
"Michoacán",16841,"2009","M","SEDENA","39"
"Morelos",17021,"2009","M","SEDENA","100"
"Nayarit",8490,"2009","M","SEDENA","9"
"Nuevo León",119,"2009","M","SEDENA","0"
"Oaxaca",2457,"2009","M","SEDENA","4"
"Puebla",7430,"2009","M","SEDENA","1"
"Querétaro",1922,"2009","M","SEDENA","1"
"Quintana Roo",78,"2009","M","SEDENA","1"
"San Luis Potosí",142,"2009","M","SEDENA","0"
"Sinaloa",4203,"2009","M","SEDENA","2"
"Sonora",1836,"2009","M","SEDENA","1"
"Tabasco",22,"2009","M","SEDENA","1"
"Tamaulipas",117,"2009","M","SEDENA","0"
"Tlaxcala",28,"2009","M","SEDENA","0"
"Veracruz",138,"2009","M","SEDENA","2"
"Yucatán",16,"2009","M","SEDENA","0"
"Zacatecas",1822,"2009","M","SEDENA","1"
"Aguascalientes",939,"2009","M","SEMAR","S/R"
"Baja California",96,"2009","M","SEMAR","0"
"Baja California Sur",52,"2009","M","SEMAR","2"
"Campeche",32,"2009","M","SEMAR","0"
"Coahuila",86,"2009","M","SEMAR","S/R"
"Colima",5497,"2009","M","SEMAR","14"
"Chiapas",145,"2009","M","SEMAR","0"
"Chihuahua",186,"2009","M","SEMAR","S/R"
"Distrito Federal",214,"2009","M","SEMAR","0"
"Durango",2790,"2009","M","SEMAR","S/R"
"Guanajuato",12177,"2009","M","SEMAR","S/R"
"Guerrero",24314,"2009","M","SEMAR","31"
"Hidalgo",80,"2009","M","SEMAR","S/R"
"Jalisco",29305,"2009","M","SEMAR","9"
"México",4631,"2009","M","SEMAR","S/R"
"Michoacán",16841,"2009","M","SEMAR","9"
"Morelos",17021,"2009","M","SEMAR","S/R"
"Nayarit",8490,"2009","M","SEMAR","0"
"Nuevo León",119,"2009","M","SEMAR","S/R"
"Oaxaca",2457,"2009","M","SEMAR","12"
"Puebla",7430,"2009","M","SEMAR","S/R"
"Querétaro",1922,"2009","M","SEMAR","S/R"
"Quintana Roo",78,"2009","M","SEMAR","0"
"San Luis Potosí",142,"2009","M","SEMAR","S/R"
"Sinaloa",4203,"2009","M","SEMAR","3"
"Sonora",1836,"2009","M","SEMAR","3"
"Tabasco",22,"2009","M","SEMAR","4"
"Tamaulipas",117,"2009","M","SEMAR","0"
"Tlaxcala",28,"2009","M","SEMAR","S/R"
"Veracruz",138,"2009","M","SEMAR","3"
"Yucatán",16,"2009","M","SEMAR","0"
"Zacatecas",1822,"2009","M","SEMAR","S/R"
"Aguascalientes",939,"2009","M","Otras","2"
"Baja California",96,"2009","M","Otras","22"
"Baja California Sur",52,"2009","M","Otras","S/R"
"Campeche",32,"2009","M","Otras","0"
"Coahuila",86,"2009","M","Otras","4"
"Colima",5497,"2009","M","Otras","35"
"Chiapas",145,"2009","M","Otras","0"
"Chihuahua",186,"2009","M","Otras","9"
"Distrito Federal",214,"2009","M","Otras","3"
"Durango",2790,"2009","M","Otras","0"
"Guanajuato",12177,"2009","M","Otras","2702"
"Guerrero",24314,"2009","M","Otras","S/R"
"Hidalgo",80,"2009","M","Otras","0"
"Jalisco",29305,"2009","M","Otras","2197"
"México",4631,"2009","M","Otras","133"
"Michoacán",16841,"2009","M","Otras","S/R"
"Morelos",17021,"2009","M","Otras","S/R"
"Nayarit",8490,"2009","M","Otras","25"
"Nuevo León",119,"2009","M","Otras","12"
"Oaxaca",2457,"2009","M","Otras","6"
"Puebla",7430,"2009","M","Otras","22"
"Querétaro",1922,"2009","M","Otras","27"
"Quintana Roo",78,"2009","M","Otras","S/R"
"San Luis Potosí",142,"2009","M","Otras","8"
"Sinaloa",4203,"2009","M","Otras","421"
"Sonora",1836,"2009","M","Otras","94"
"Tabasco",22,"2009","M","Otras","2"
"Tamaulipas",117,"2009","M","Otras","4"
"Tlaxcala",28,"2009","M","Otras","0"
"Veracruz",138,"2009","M","Otras","S/R"
"Yucatán",16,"2009","M","Otras","0"
"Zacatecas",1822,"2009","M","Otras","0"
"Aguascalientes",1026,"2010","M","Salud","978"
"Baja California",62,"2010","M","Salud","19"
"Baja California Sur",32,"2010","M","Salud","20"
"Campeche",32,"2010","M","Salud","14"
"Coahuila",108,"2010","M","Salud","35"
"Colima",5928,"2010","M","Salud","4255"
"Chiapas",131,"2010","M","Salud","46"
"Chihuahua",184,"2010","M","Salud","49"
"Distrito Federal",234,"2010","M","Salud","185"
"Durango",3448,"2010","M","Salud","2820"
"Guanajuato",13227,"2010","M","Salud","9881"
"Guerrero",23427,"2010","M","Salud","20150"
"Hidalgo",68,"2010","M","Salud","60"
"Jalisco",26581,"2010","M","Salud","19355"
"México",3964,"2010","M","Salud","3693"
"Michoacán",15834,"2010","M","Salud","8203"
"Morelos",15220,"2010","M","Salud","12413"
"Nayarit",7483,"2010","M","Salud","4490"
"Nuevo León",78,"2010","M","Salud","21"
"Oaxaca",2371,"2010","M","Salud","1326"
