"Estado","a�o","sexo","cortes.edad","numerocasos"
"Guanajuato","2008","M","65 y +",696
"Guerrero","2008","M","65 y +",1273
"Hidalgo","2008","M","65 y +",9
"Jalisco","2008","M","65 y +",1647
"México","2008","M","65 y +",197
"Michoacán","2008","M","65 y +",852
"Morelos","2008","M","65 y +",957
"Nayarit","2008","M","65 y +",598
"Nuevo León","2008","M","65 y +",2
"Oaxaca","2008","M","65 y +",254
"Puebla","2008","M","65 y +",631
"Querétaro","2008","M","65 y +",82
"Quintana Roo","2008","M","65 y +",1
"San Luis Potosí","2008","M","65 y +",7
"Sinaloa","2008","M","65 y +",281
"Sonora","2008","M","65 y +",65
"Tabasco","2008","M","65 y +",1
"Tamaulipas","2008","M","65 y +",4
"Tlaxcala","2008","M","65 y +",0
"Veracruz","2008","M","65 y +",4
"Yucatán","2008","M","65 y +",1
"Zacatecas","2008","M","65 y +",180
"Aguascalientes","2008","M","Ign.",0
"Baja California","2008","M","Ign.",0
"Baja California Sur","2008","M","Ign.",0
"Campeche","2008","M","Ign.",0
"Coahuila","2008","M","Ign.",0
"Colima","2008","M","Ign.",5
"Chiapas","2008","M","Ign.",0
"Chihuahua","2008","M","Ign.",0
"Distrito Federal","2008","M","Ign.",1
"Durango","2008","M","Ign.",0
"Guanajuato","2008","M","Ign.",2
"Guerrero","2008","M","Ign.",7
"Hidalgo","2008","M","Ign.",0
"Jalisco","2008","M","Ign.",35
"México","2008","M","Ign.",1
"Michoacán","2008","M","Ign.",8
"Morelos","2008","M","Ign.",11
"Nayarit","2008","M","Ign.",3
"Nuevo León","2008","M","Ign.",0
"Oaxaca","2008","M","Ign.",1
"Puebla","2008","M","Ign.",2
"Querétaro","2008","M","Ign.",0
"Quintana Roo","2008","M","Ign.",0
"San Luis Potosí","2008","M","Ign.",0
"Sinaloa","2008","M","Ign.",0
"Sonora","2008","M","Ign.",1
"Tabasco","2008","M","Ign.",0
"Tamaulipas","2008","M","Ign.",0
"Tlaxcala","2008","M","Ign.",0
"Veracruz","2008","M","Ign.",0
"Yucatán","2008","M","Ign.",0
"Zacatecas","2008","M","Ign.",5
"Aguascalientes","2008","M","Total",1000
"Baja California","2008","M","Total",69
"Baja California Sur","2008","M","Total",54
"Campeche","2008","M","Total",64
"Coahuila","2008","M","Total",77
"Colima","2008","M","Total",5588
"Chiapas","2008","M","Total",169
"Chihuahua","2008","M","Total",189
"Distrito Federal","2008","M","Total",212
"Durango","2008","M","Total",3020
"Guanajuato","2008","M","Total",13411
"Guerrero","2008","M","Total",19643
"Hidalgo","2008","M","Total",103
"Jalisco","2008","M","Total",27280
"México","2008","M","Total",3955
"Michoacán","2008","M","Total",14830
"Morelos","2008","M","Total",15384
"Nayarit","2008","M","Total",8248
"Nuevo León","2008","M","Total",99
"Oaxaca","2008","M","Total",2516
"Puebla","2008","M","Total",7234
"Querétaro","2008","M","Total",1859
"Quintana Roo","2008","M","Total",31
"San Luis Potosí","2008","M","Total",114
"Sinaloa","2008","M","Total",3825
"Sonora","2008","M","Total",1656
"Tabasco","2008","M","Total",20
"Tamaulipas","2008","M","Total",125
"Tlaxcala","2008","M","Total",21
"Veracruz","2008","M","Total",93
"Yucatán","2008","M","Total",29
"Zacatecas","2008","M","Total",1962
"Aguascalientes","2009","M","<1",3
"Baja California","2009","M","<1",2
"Baja California Sur","2009","M","<1",0
"Campeche","2009","M","<1",0
"Coahuila","2009","M","<1",0
"Colima","2009","M","<1",25
"Chiapas","2009","M","<1",1
"Chihuahua","2009","M","<1",3
"Distrito Federal","2009","M","<1",0
"Durango","2009","M","<1",21
"Guanajuato","2009","M","<1",73
"Guerrero","2009","M","<1",138
"Hidalgo","2009","M","<1",0
"Jalisco","2009","M","<1",186
"México","2009","M","<1",45
"Michoacán","2009","M","<1",144
"Morelos","2009","M","<1",65
"Nayarit","2009","M","<1",55
"Nuevo León","2009","M","<1",0
"Oaxaca","2009","M","<1",21
"Puebla","2009","M","<1",43
"Querétaro","2009","M","<1",18
"Quintana Roo","2009","M","<1",0
"San Luis Potosí","2009","M","<1",2
"Sinaloa","2009","M","<1",50
"Sonora","2009","M","<1",27
"Tabasco","2009","M","<1",0
"Tamaulipas","2009","M","<1",3
"Tlaxcala","2009","M","<1",0
"Veracruz","2009","M","<1",4
"Yucatán","2009","M","<1",0
"Zacatecas","2009","M","<1",4
"Aguascalientes","2009","M","1-4",68
"Baja California","2009","M","1-4",7
"Baja California Sur","2009","M","1-4",6
"Campeche","2009","M","1-4",2
"Coahuila","2009","M","1-4",13
"Colima","2009","M","1-4",309
"Chiapas","2009","M","1-4",19
"Chihuahua","2009","M","1-4",34
"Distrito Federal","2009","M","1-4",11
"Durango","2009","M","1-4",201
"Guanajuato","2009","M","1-4",1078
"Guerrero","2009","M","1-4",2305
"Hidalgo","2009","M","1-4",5
"Jalisco","2009","M","1-4",2246
"México","2009","M","1-4",515
"Michoacán","2009","M","1-4",1582
"Morelos","2009","M","1-4",1499
"Nayarit","2009","M","1-4",533
"Nuevo León","2009","M","1-4",10
"Oaxaca","2009","M","1-4",200
"Puebla","2009","M","1-4",595
"Querétaro","2009","M","1-4",173
"Quintana Roo","2009","M","1-4",7
"San Luis Potosí","2009","M","1-4",10
"Sinaloa","2009","M","1-4",377
"Sonora","2009","M","1-4",280
"Tabasco","2009","M","1-4",1
"Tamaulipas","2009","M","1-4",19
"Tlaxcala","2009","M","1-4",4
"Veracruz","2009","M","1-4",9
"Yucatán","2009","M","1-4",1
"Zacatecas","2009","M","1-4",128
"Aguascalientes","2009","M","5-9",97
"Baja California","2009","M","5-9",6
"Baja California Sur","2009","M","5-9",3
"Campeche","2009","M","5-9",0
"Coahuila","2009","M","5-9",12
"Colima","2009","M","5-9",367
"Chiapas","2009","M","5-9",14
"Chihuahua","2009","M","5-9",20
"Distrito Federal","2009","M","5-9",20
"Durango","2009","M","5-9",259
"Guanajuato","2009","M","5-9",1451
"Guerrero","2009","M","5-9",3012
"Hidalgo","2009","M","5-9",5
"Jalisco","2009","M","5-9",3053
"México","2009","M","5-9",714
"Michoacán","2009","M","5-9",2013
"Morelos","2009","M","5-9",1867
"Nayarit","2009","M","5-9",695
"Nuevo León","2009","M","5-9",9
"Oaxaca","2009","M","5-9",282
"Puebla","2009","M","5-9",842
"Querétaro","2009","M","5-9",186
"Quintana Roo","2009","M","5-9",7
"San Luis Potosí","2009","M","5-9",18
"Sinaloa","2009","M","5-9",421
"Sonora","2009","M","5-9",269
"Tabasco","2009","M","5-9",4
"Tamaulipas","2009","M","5-9",12
"Tlaxcala","2009","M","5-9",3
"Veracruz","2009","M","5-9",6
"Yucatán","2009","M","5-9",1
"Zacatecas","2009","M","5-9",200
"Aguascalientes","2009","M","10 - 14",139
"Baja California","2009","M","10 - 14",14
"Baja California Sur","2009","M","10 - 14",7
"Campeche","2009","M","10 - 14",2
"Coahuila","2009","M","10 - 14",9
"Colima","2009","M","10 - 14",535
"Chiapas","2009","M","10 - 14",13
"Chihuahua","2009","M","10 - 14",26
"Distrito Federal","2009","M","10 - 14",33
"Durango","2009","M","10 - 14",330
"Guanajuato","2009","M","10 - 14",1738
"Guerrero","2009","M","10 - 14",3517
"Hidalgo","2009","M","10 - 14",9
"Jalisco","2009","M","10 - 14",3372
"México","2009","M","10 - 14",697
"Michoacán","2009","M","10 - 14",2183
"Morelos","2009","M","10 - 14",1949
"Nayarit","2009","M","10 - 14",881
"Nuevo León","2009","M","10 - 14",15
"Oaxaca","2009","M","10 - 14",321
"Puebla","2009","M","10 - 14",946
"Querétaro","2009","M","10 - 14",201
"Quintana Roo","2009","M","10 - 14",7
"San Luis Potosí","2009","M","10 - 14",16
"Sinaloa","2009","M","10 - 14",484
"Sonora","2009","M","10 - 14",261
"Tabasco","2009","M","10 - 14",3
"Tamaulipas","2009","M","10 - 14",11
"Tlaxcala","2009","M","10 - 14",4
"Veracruz","2009","M","10 - 14",9
"Yucatán","2009","M","10 - 14",1
"Zacatecas","2009","M","10 - 14",219
"Aguascalientes","2009","M","15 - 19",120
"Baja California","2009","M","15 - 19",10
"Baja California Sur","2009","M","15 - 19",4
"Campeche","2009","M","15 - 19",2
"Coahuila","2009","M","15 - 19",12
"Colima","2009","M","15 - 19",667
"Chiapas","2009","M","15 - 19",12
"Chihuahua","2009","M","15 - 19",27
"Distrito Federal","2009","M","15 - 19",23
"Durango","2009","M","15 - 19",376
"Guanajuato","2009","M","15 - 19",1632
"Guerrero","2009","M","15 - 19",3198
"Hidalgo","2009","M","15 - 19",6
"Jalisco","2009","M","15 - 19",3587
"México","2009","M","15 - 19",624
"Michoacán","2009","M","15 - 19",2116
"Morelos","2009","M","15 - 19",1973
"Nayarit","2009","M","15 - 19",1076
"Nuevo León","2009","M","15 - 19",5
"Oaxaca","2009","M","15 - 19",303
"Puebla","2009","M","15 - 19",1013
"Querétaro","2009","M","15 - 19",210
"Quintana Roo","2009","M","15 - 19",6
"San Luis Potosí","2009","M","15 - 19",12
"Sinaloa","2009","M","15 - 19",459
"Sonora","2009","M","15 - 19",177
"Tabasco","2009","M","15 - 19",2
"Tamaulipas","2009","M","15 - 19",7
"Tlaxcala","2009","M","15 - 19",2
"Veracruz","2009","M","15 - 19",15
"Yucatán","2009","M","15 - 19",4
"Zacatecas","2009","M","15 - 19",199
"Aguascalientes","2009","M","20 - 24",106
"Baja California","2009","M","20 - 24",14
"Baja California Sur","2009","M","20 - 24",4
"Campeche","2009","M","20 - 24",7
"Coahuila","2009","M","20 - 24",10
"Colima","2009","M","20 - 24",663
"Chiapas","2009","M","20 - 24",14
"Chihuahua","2009","M","20 - 24",15
"Distrito Federal","2009","M","20 - 24",29
"Durango","2009","M","20 - 24",302
"Guanajuato","2009","M","20 - 24",1244
"Guerrero","2009","M","20 - 24",2065
"Hidalgo","2009","M","20 - 24",5
"Jalisco","2009","M","20 - 24",2941
"México","2009","M","20 - 24",416
"Michoacán","2009","M","20 - 24",1630
"Morelos","2009","M","20 - 24",1601
"Nayarit","2009","M","20 - 24",870
"Nuevo León","2009","M","20 - 24",13
"Oaxaca","2009","M","20 - 24",201
"Puebla","2009","M","20 - 24",676
"Querétaro","2009","M","20 - 24",182
"Quintana Roo","2009","M","20 - 24",12
"San Luis Potosí","2009","M","20 - 24",10
"Sinaloa","2009","M","20 - 24",396
"Sonora","2009","M","20 - 24",141
"Tabasco","2009","M","20 - 24",1
"Tamaulipas","2009","M","20 - 24",12
"Tlaxcala","2009","M","20 - 24",2
"Veracruz","2009","M","20 - 24",13
"Yucatán","2009","M","20 - 24",1
"Zacatecas","2009","M","20 - 24",168
"Aguascalientes","2009","M","25 - 44",215
"Baja California","2009","M","25 - 44",33
"Baja California Sur","2009","M","25 - 44",14
"Campeche","2009","M","25 - 44",12
"Coahuila","2009","M","25 - 44",23
"Colima","2009","M","25 - 44",1690
"Chiapas","2009","M","25 - 44",38
"Chihuahua","2009","M","25 - 44",35
"Distrito Federal","2009","M","25 - 44",67
"Durango","2009","M","25 - 44",774
"Guanajuato","2009","M","25 - 44",2941
"Guerrero","2009","M","25 - 44",5282
"Hidalgo","2009","M","25 - 44",27
"Jalisco","2009","M","25 - 44",7903
"México","2009","M","25 - 44",867
"Michoacán","2009","M","25 - 44",4003
"Morelos","2009","M","25 - 44",3986
"Nayarit","2009","M","25 - 44",2355
"Nuevo León","2009","M","25 - 44",45
"Oaxaca","2009","M","25 - 44",464
"Puebla","2009","M","25 - 44",1528
"Querétaro","2009","M","25 - 44",631
"Quintana Roo","2009","M","25 - 44",25
"San Luis Potosí","2009","M","25 - 44",37
"Sinaloa","2009","M","25 - 44",955
"Sonora","2009","M","25 - 44",385
"Tabasco","2009","M","25 - 44",5
"Tamaulipas","2009","M","25 - 44",27
"Tlaxcala","2009","M","25 - 44",6
"Veracruz","2009","M","25 - 44",33
"Yucatán","2009","M","25 - 44",3
"Zacatecas","2009","M","25 - 44",429
"Aguascalientes","2009","M","45 - 49",36
"Baja California","2009","M","45 - 49",1
"Baja California Sur","2009","M","45 - 49",2
"Campeche","2009","M","45 - 49",1
"Coahuila","2009","M","45 - 49",2
"Colima","2009","M","45 - 49",325
"Chiapas","2009","M","45 - 49",6
"Chihuahua","2009","M","45 - 49",10
"Distrito Federal","2009","M","45 - 49",8
"Durango","2009","M","45 - 49",129
"Guanajuato","2009","M","45 - 49",521
"Guerrero","2009","M","45 - 49",988
"Hidalgo","2009","M","45 - 49",4
"Jalisco","2009","M","45 - 49",1234
"México","2009","M","45 - 49",169
"Michoacán","2009","M","45 - 49",714
"Morelos","2009","M","45 - 49",900
"Nayarit","2009","M","45 - 49",460
"Nuevo León","2009","M","45 - 49",8
"Oaxaca","2009","M","45 - 49",126
"Puebla","2009","M","45 - 49",370
"Querétaro","2009","M","45 - 49",81
"Quintana Roo","2009","M","45 - 49",6
"San Luis Potosí","2009","M","45 - 49",6
"Sinaloa","2009","M","45 - 49",226
"Sonora","2009","M","45 - 49",76
"Tabasco","2009","M","45 - 49",1
"Tamaulipas","2009","M","45 - 49",8
"Tlaxcala","2009","M","45 - 49",1
"Veracruz","2009","M","45 - 49",9
"Yucatán","2009","M","45 - 49",2
"Zacatecas","2009","M","45 - 49",107
"Aguascalientes","2009","M","50 - 59",49
"Baja California","2009","M","50 - 59",3
"Baja California Sur","2009","M","50 - 59",7
"Campeche","2009","M","50 - 59",2
"Coahuila","2009","M","50 - 59",4
"Colima","2009","M","50 - 59",436
"Chiapas","2009","M","50 - 59",16
"Chihuahua","2009","M","50 - 59",4
"Distrito Federal","2009","M","50 - 59",12
"Durango","2009","M","50 - 59",185
"Guanajuato","2009","M","50 - 59",661
"Guerrero","2009","M","50 - 59",1566
"Hidalgo","2009","M","50 - 59",13
"Jalisco","2009","M","50 - 59",2058
"México","2009","M","50 - 59",224
"Michoacán","2009","M","50 - 59",1028
"Morelos","2009","M","50 - 59",1454
"Nayarit","2009","M","50 - 59",624
"Nuevo León","2009","M","50 - 59",6
"Oaxaca","2009","M","50 - 59",206
"Puebla","2009","M","50 - 59",568
"Querétaro","2009","M","50 - 59",118
"Quintana Roo","2009","M","50 - 59",1
"San Luis Potosí","2009","M","50 - 59",20
"Sinaloa","2009","M","50 - 59",353
"Sonora","2009","M","50 - 59",102
"Tabasco","2009","M","50 - 59",2
"Tamaulipas","2009","M","50 - 59",7
"Tlaxcala","2009","M","50 - 59",3
"Veracruz","2009","M","50 - 59",12
"Yucatán","2009","M","50 - 59",2
"Zacatecas","2009","M","50 - 59",137
"Aguascalientes","2009","M","60 - 64",43
"Baja California","2009","M","60 - 64",1
"Baja California Sur","2009","M","60 - 64",1
"Campeche","2009","M","60 - 64",2
"Coahuila","2009","M","60 - 64",0
"Colima","2009","M","60 - 64",180
"Chiapas","2009","M","60 - 64",4
"Chihuahua","2009","M","60 - 64",5
"Distrito Federal","2009","M","60 - 64",1
"Durango","2009","M","60 - 64",65
"Guanajuato","2009","M","60 - 64",244
"Guerrero","2009","M","60 - 64",619
"Hidalgo","2009","M","60 - 64",1
"Jalisco","2009","M","60 - 64",852
"México","2009","M","60 - 64",106
"Michoacán","2009","M","60 - 64",419
"Morelos","2009","M","60 - 64",559
"Nayarit","2009","M","60 - 64",299
"Nuevo León","2009","M","60 - 64",5
"Oaxaca","2009","M","60 - 64",83
"Puebla","2009","M","60 - 64",260
"Querétaro","2009","M","60 - 64",38
"Quintana Roo","2009","M","60 - 64",2
"San Luis Potosí","2009","M","60 - 64",2
"Sinaloa","2009","M","60 - 64",155
"Sonora","2009","M","60 - 64",29
"Tabasco","2009","M","60 - 64",1
"Tamaulipas","2009","M","60 - 64",3
"Tlaxcala","2009","M","60 - 64",0
"Veracruz","2009","M","60 - 64",12
"Yucatán","2009","M","60 - 64",1
"Zacatecas","2009","M","60 - 64",54
"Aguascalientes","2009","M","65 y +",63
"Baja California","2009","M","65 y +",5
"Baja California Sur","2009","M","65 y +",4
"Campeche","2009","M","65 y +",2
"Coahuila","2009","M","65 y +",1
"Colima","2009","M","65 y +",297
"Chiapas","2009","M","65 y +",8
"Chihuahua","2009","M","65 y +",7
"Distrito Federal","2009","M","65 y +",10
"Durango","2009","M","65 y +",148
"Guanajuato","2009","M","65 y +",594
"Guerrero","2009","M","65 y +",1608
"Hidalgo","2009","M","65 y +",5
"Jalisco","2009","M","65 y +",1834
"México","2009","M","65 y +",253
"Michoacán","2009","M","65 y +",1004
"Morelos","2009","M","65 y +",1138
"Nayarit","2009","M","65 y +",640
"Nuevo León","2009","M","65 y +",3
"Oaxaca","2009","M","65 y +",248
"Puebla","2009","M","65 y +",588
"Querétaro","2009","M","65 y +",84
"Quintana Roo","2009","M","65 y +",5
"San Luis Potosí","2009","M","65 y +",9
"Sinaloa","2009","M","65 y +",326
"Sonora","2009","M","65 y +",82
"Tabasco","2009","M","65 y +",2
"Tamaulipas","2009","M","65 y +",5
"Tlaxcala","2009","M","65 y +",3
"Veracruz","2009","M","65 y +",16
"Yucatán","2009","M","65 y +",0
"Zacatecas","2009","M","65 y +",168
"Aguascalientes","2009","M","Ign.",0
"Baja California","2009","M","Ign.",0
"Baja California Sur","2009","M","Ign.",0
"Campeche","2009","M","Ign.",0
"Coahuila","2009","M","Ign.",0
"Colima","2009","M","Ign.",3
"Chiapas","2009","M","Ign.",0
"Chihuahua","2009","M","Ign.",0
"Distrito Federal","2009","M","Ign.",0
"Durango","2009","M","Ign.",0
"Guanajuato","2009","M","Ign.",0
"Guerrero","2009","M","Ign.",16
"Hidalgo","2009","M","Ign.",0
"Jalisco","2009","M","Ign.",39
"México","2009","M","Ign.",1
"Michoacán","2009","M","Ign.",5
"Morelos","2009","M","Ign.",30
"Nayarit","2009","M","Ign.",2
"Nuevo León","2009","M","Ign.",0
"Oaxaca","2009","M","Ign.",2
"Puebla","2009","M","Ign.",1
"Querétaro","2009","M","Ign.",0
"Quintana Roo","2009","M","Ign.",0
"San Luis Potosí","2009","M","Ign.",0
"Sinaloa","2009","M","Ign.",1
"Sonora","2009","M","Ign.",7
"Tabasco","2009","M","Ign.",0
"Tamaulipas","2009","M","Ign.",3
"Tlaxcala","2009","M","Ign.",0
"Veracruz","2009","M","Ign.",0
"Yucatán","2009","M","Ign.",0
"Zacatecas","2009","M","Ign.",9
"Aguascalientes","2009","M","Total",939
"Baja California","2009","M","Total",96
"Baja California Sur","2009","M","Total",52
"Campeche","2009","M","Total",32
"Coahuila","2009","M","Total",86
"Colima","2009","M","Total",5497
"Chiapas","2009","M","Total",145
"Chihuahua","2009","M","Total",186
"Distrito Federal","2009","M","Total",214
"Durango","2009","M","Total",2790
"Guanajuato","2009","M","Total",12177
"Guerrero","2009","M","Total",24314
"Hidalgo","2009","M","Total",80
"Jalisco","2009","M","Total",29305
"México","2009","M","Total",4631
"Michoacán","2009","M","Total",16841
"Morelos","2009","M","Total",17021
"Nayarit","2009","M","Total",8490
"Nuevo León","2009","M","Total",119
"Oaxaca","2009","M","Total",2457
"Puebla","2009","M","Total",7430
"Querétaro","2009","M","Total",1922
"Quintana Roo","2009","M","Total",78
"San Luis Potosí","2009","M","Total",142
"Sinaloa","2009","M","Total",4203
"Sonora","2009","M","Total",1836
"Tabasco","2009","M","Total",22
"Tamaulipas","2009","M","Total",117
"Tlaxcala","2009","M","Total",28
"Veracruz","2009","M","Total",138
"Yucatán","2009","M","Total",16
"Zacatecas","2009","M","Total",1822
"Aguascalientes","2010","M","<1",2
"Baja California","2010","M","<1",0
"Baja California Sur","2010","M","<1",0
"Campeche","2010","M","<1",0
"Coahuila","2010","M","<1",0
"Colima","2010","M","<1",17
"Chiapas","2010","M","<1",2
"Chihuahua","2010","M","<1",3
"Distrito Federal","2010","M","<1",0
"Durango","2010","M","<1",17
"Guanajuato","2010","M","<1",80
"Guerrero","2010","M","<1",182
"Hidalgo","2010","M","<1",1
"Jalisco","2010","M","<1",169
"México","2010","M","<1",30
"Michoacán","2010","M","<1",231
"Morelos","2010","M","<1",69
"Nayarit","2010","M","<1",43
"Nuevo León","2010","M","<1",1
"Oaxaca","2010","M","<1",24
"Puebla","2010","M","<1",32
"Querétaro","2010","M","<1",16
"Quintana Roo","2010","M","<1",1
"San Luis Potosí","2010","M","<1",1
"Sinaloa","2010","M","<1",21
"Sonora","2010","M","<1",23
"Tabasco","2010","M","<1",0
"Tamaulipas","2010","M","<1",3
"Tlaxcala","2010","M","<1",0
"Veracruz","2010","M","<1",1
"Yucatán","2010","M","<1",0
"Zacatecas","2010","M","<1",6
"T OTAL GLOBAL","2010","M","<1",975
"Aguascalientes","2010","M","01-abr",74
"Baja California","2010","M","01-abr",5
"Baja California Sur","2010","M","01-abr",2
"Campeche","2010","M","01-abr",1
"Coahuila","2010","M","01-abr",7
"Colima","2010","M","01-abr",313
"Chiapas","2010","M","01-abr",11
"Chihuahua","2010","M","01-abr",25
"Distrito Federal","2010","M","01-abr",23
"Durango","2010","M","01-abr",226
"Guanajuato","2010","M","01-abr",1199
"Guerrero","2010","M","01-abr",2179
"Hidalgo","2010","M","01-abr",3
"Jalisco","2010","M","01-abr",2165
"México","2010","M","01-abr",505
"Michoacán","2010","M","01-abr",1566
"Morelos","2010","M","01-abr",1270
"Nayarit","2010","M","01-abr",518
"Nuevo León","2010","M","01-abr",7
"Oaxaca","2010","M","01-abr",207
"Puebla","2010","M","01-abr",606
"Querétaro","2010","M","01-abr",130
"Quintana Roo","2010","M","01-abr",8
"San Luis Potosí","2010","M","01-abr",11
"Sinaloa","2010","M","01-abr",315
"Sonora","2010","M","01-abr",245
"Tabasco","2010","M","01-abr",0
"Tamaulipas","2010","M","01-abr",14
"Tlaxcala","2010","M","01-abr",1
"Veracruz","2010","M","01-abr",8
"Yucatán","2010","M","01-abr",4
"Zacatecas","2010","M","01-abr",137
"T OTAL GLOBAL","2010","M","01-abr",11785
"Aguascalientes","2010","M","05-sep",112
"Baja California","2010","M","05-sep",10
"Baja California Sur","2010","M","05-sep",2
"Campeche","2010","M","05-sep",1
"Coahuila","2010","M","05-sep",15
"Colima","2010","M","05-sep",401
"Chiapas","2010","M","05-sep",9
"Chihuahua","2010","M","05-sep",19
"Distrito Federal","2010","M","05-sep",26
